row_id,text,label
ag_news_base_0014,"At Tense Syria-Iraq Border, American Forces Are Battling Insurgents Every Day Syrians say they have begun a serious effort to tighten security and prevent rebels from crossing their 400-mile border with Iraq.",World
ag_news_base_0015,"Wake Forest #39;s chances could rest on player with  #39;cat burglar #39; &lt;b&gt;...&lt;/b&gt; One mention of the term  quot;crunch time quot; is enough to twist some players #39; stomachs into knots.  quot;That #39;s when it #39;s fun to me, quot; he said.",Sports
ag_news_base_0016,"Thousands in Fla. Told to Flee Hurricane FORT PIERCE, Fla. - About three-quarters of a million residents of Florida's east coast were urged to evacuate - again - as Hurricane Jeanne churned westward Friday and threatened the state with its fourth pounding in six weeks...",World
ag_news_base_0017,"Garcia Wishes Owens Would Move On (AP) AP - Someday, Jeff Garcia and Terrell Owens may connect again. Someday, the former teammates may be able to talk, shake hands and repair their ruptured relationship. And maybe, just maybe, they can become friends again. Someday. Not this week.",Sports
ag_news_base_0018,Warning to child soldier scouts A human rights group urges the UN to take recruiters of child soldiers to the International Criminal Court.,World
ag_news_base_0019,South Korea and Japan urge Pyongyang to resume nuclear talks Leaders of Japan and South Korea have jointly urged North Korea to return to talks aimed at ending its nuclear weapons program. They agreed that imposing economic sanctions now on Pyongyang would thwart such efforts.,World
ag_news_base_0020,"Four Tied for Lead at Reno-Tahoe Open (AP) AP - Scott McCarron made four birdies in 12 holes, moving into a four-way tie for the lead in the second round of the Reno-Tahoe Open on Friday before thunderstorms forced play to be suspended.",Sports
ag_news_base_0021,"Argentine Protesters Want Mayor to Resign Argentines irate over perceived security lapses in a nightclub fire that killed 188 people, many of them teenagers, banged pots and pans in protest Monday and vowed to march against city officials.",World
ag_news_base_0022,"Chat with Jeremy Schaap On Saturday, Sept. 25, immediately following the premiere of ESPN #39;s new original movie, Hustle (ESPN, 9 pm ET), ESPN will air Hustle: The Pete Rose Debate, hosted by Jeremy Schaap.",Sports
ag_news_base_0023,"For Businesses, It #39;s Slow Going With Windows XP #39;s SP2 It could take months for many businesses to test and deploy Microsoft #39;s most-secure operating system. By John Foley. Despite the promise that Microsoft #39;s Windows XP Service Pack 2 release will make PCs more",Tech
ag_news_base_0024,"Drug: Test results excite Alpharetta maker Alpharetta-based AtheroGenics announced positive interim results Monday from a clinical trial of its drug to treat atherosclerosis, which leads to coronary heart disease.",Business
ag_news_base_0025,Loonie breaks 80 cents US A roaring jobs market in Canada and disappointing jobs data from the United States helped the Canadian dollar crack 80 cents US in trading yesterday for the first time in more than a decade.,Business
ag_news_base_0026,"Burmese junta frees 5,070 inmates Burma's ruling junta says it is releasing 5,070 prisoners who were arrested ""inappropriately"".",World
ag_news_base_0027,"Toffeemen  #39;ecstatic #39; with a point Everton boss David Moyes was full of praise for his hard-working side after Lee Carsley #39;s free-kick goal saw them claim a point from their visit to St James #39; Park yesterday, writes Miles Starforth.",Sports
ag_news_base_0028,Sirius goes stellar (Variety) Variety - NEW YORK -- Shares in Sirius Satellite Radio surged for a second day as investors flocked to the satcaster in the wake of the Howard Stern deal.,Tech
ag_news_base_0029,FCC boss chides ABC for racy MNF intro WASHINGTON - The nations chief media regulator expressed disappointment Wednesday over the steamy locker room opening to ABCs Monday Night Football broadcast.,Sports
ag_news_base_0030,"Iraq's Sadr Facing 'Final Hours' -Government  NAJAF, Iraq (Reuters) - Iraq's government warned Shi'ite  cleric Moqtada al-Sadr on Thursday he would face a military  strike within hours unless he ended his uprising, disarmed his  militia and quit a shrine in the city of Najaf.",World
ag_news_base_0031,"Rivals await Ford #39;s plans Ford Motor Co. of Canada #39;s rivals will be watching closely today as the automaker makes a widely-anticipated announcement confirming its plans to build a \$1-billion flexible manufacturing plant in Oakville, Ont.",Business
ag_news_base_0032,Chinese submarine puts Japan on Red alert JAPAN was on alert yesterday after a suspected Chinese nuclear submarine entered its territorial waters. The submarine was detected in Japanese waters near islands disputed with China about 300km southwest,World
ag_news_base_0033,"Notre Dame Trustee Raps Coach's Firing (AP) AP - Notre Dame mishandled the firing of Tyrone Willingham as football coach and is not doing a good job in its search for his replacement, board of trustees member Dave Duerson said Friday.",Sports
ag_news_base_0034,"TXU raises earnings outlook, dividend; to repurchase shares NEW YORK, October 25 (newratings.com) - TXU Corporation (TXU.NYS) has announced a new \$50 million share buyback programme, while more than tripling its quarterly dividend payout, leading to an annual rate of \$2.",Business
ag_news_base_0035,"Ghost in the Shell - SAC \\For the last few days I've been addicted to Ghost in the Shell - Stand Alone\Complex .  I'm not a huge Anime fan as everything I've ran across in the past\seems to target 15 year old girls.  SAC is clearly different and can stand\alongside the Matrix and any other major Science Fiction released in the last 10\years.\\SAC is set in the year 2030 - obviously there's been a great deal of\technological achievement since 2004 including ubiquitous Internet, AI, and\cybernetic enhancements.\\The main characters in the story all have cybernetic modifications ranging from\a few implants all the way up to entire body replacement.  The protagonist,\Major Motoko Kusanagi, is almost entirely cybernetic,  ...\\",Tech
ag_news_base_0036,"Wellesley makes good in overtime In a game filled with numerous opportunities, it was easy to understand the delay in celebrating when the winning goal was finally scored.",Sports
ag_news_base_0037,"Strong earthquake shakes northern Japan A strong earthquake with a preliminary magnitude of 5.2 has shaken northern Japan in the same region that was hit by a deadly tremor last month, but there are no immediate reports of serious injuries or damage.",World
ag_news_base_0038,Thatcher inquiry to question freed men Two South Africans acquitted by a Zimbabwean court of charges related to the alleged coup plot in Equatorial Guinea are to be questioned today by the South African authorities.,World
ag_news_base_0039,Martha on the Mark Martha Stewart hooks up with reality television guru Mark Burnett to reinvent Martha.,Business
ag_news_base_0040,8 US marines killed in Iraq NEW YORK - Eight US marines have been killed west of Baghdad in a region that has become a flashpoint of anger over the US occupation of Iraq.,World
ag_news_base_0041,"Microsoft Unveils News Version of MSN TV Microsoft Corp. introduced on Tuesday a new version of its Internet TV service, seeking to broaden its appeal beyond a relatively small base of older, computer-phobic users.",Tech
ag_news_base_0042,"British Airways plane makes emergency landing in Montreal (AFP) AFP - A British Airways 747 en route from Phoenix, Arizona to London made an emergency landing in Montreal following a mechanical problem with the plane, a company spokesman told AFP.",World
ag_news_base_0043,Rumsfeld visits Iraq as insurgency goes on US Defense Secretary Donal Rumsfeld paid a secret visit to Iraq on Sunday and inspected plans to secure precarious areas ahead of the national elections in January.,World
ag_news_base_0044,"Australia takes 2-0 lead as Hewitt takes record Get INQ7 breaking news on your Smart mobile phone in the Philippines. Send INQ7 BREAKING to 386. PERTH, Australia -- Fairytales didn #39;t come true for a badly-outclassed Morocco as Australia raced to 2-0 lead",Sports
ag_news_base_0045,"Whalen, Sun off to bright start Lindsay Whalen made the most of the biggest game of her professional career. The rookie guard led the Connecticut Sun to a 68-64 victory over the Seattle Storm last night in the opening game of the WNBA Finals.",Sports
ag_news_base_0046,News: Four charged in landmark UK phishing case Four eastern Europeans appeared in a London court yesterday charged with defrauding online banks of hundreds of thousands through an elaborate 'phishing' scam.\,Tech
ag_news_base_0047,"Quattrone barred from Wall Street NEW YORK The NASD on Monday said that it had permanently barred Frank Quattrone, the former star banker, from the securities industry for refusing to testify in an NASD investigation of his role in possible document destruction and obstruction of justice.",Business
ag_news_base_0048,Bills Extend Defensive Coordinator's Deal (AP) AP - Defensive coordinator Jerry Gray signed a contract extension with the Buffalo Bills on Thursday.,Sports
ag_news_base_0049,"Germs, Germs Everywhere. Are You Worried? Get Over It. The fantasy of a germ-free home is not only absurd, but it is also largely pointless.",Tech
ag_news_base_0050,"Convicted Spammer's Bail Set at  #36;1M (AP) AP - Bail was set at  #36;1 million Monday for a North Carolina man awaiting sentencing in the nation's first felony prosecution of illegal distribution of junk e-mail, or spam.",Tech
ag_news_base_0051,"Two Miami students die of apparent carbon monoxide poisoning Officials say two Florida International University students were found dead in a minivan in Broward County, apparent victims of carbon monoxide poisoning.",Tech
ag_news_base_0052,"Rents rising in many Western markets Apartment rents through most of the Western US are rising, a sign that landlords are regaining some of the leverage lost in a sluggish economy and a hot home-buying market",Business
ag_news_base_0053,"'Autopsy' Showcases Scientists' Research (AP) AP - Two University of New Mexico doctoral students will star in the Discovery Channel's new show ""Mummy Autopsy.""",Tech
ag_news_base_0054,"3 Westerners Abducted in Baghdad Iraqi authorities say unidentified gunmen abducted two Americans and one Briton from a house in Baghdad, Thursday. Earlier, officials identified all three as British nationals.",World
ag_news_base_0055,"Leiter undecided Although Al Leiter has pledged his allegiance to the Mets on numerous occasions, baseball sources have told the Daily News he is  quot;still very much undecided quot; about his future and is not close to signing with the Mets or another team.",Sports
ag_news_base_0056,"Mobile Phones Increase Tumor Risk - Swedish Study  STOCKHOLM (Reuters) - Ten or more years of mobile phone use  increases the risk of developing acoustic neuroma, a benign  tumor on the auditory nerve, according to a study released on  Wednesday by Sweden's Karolinska Institute.",Tech
ag_news_base_0057,"Nationalists Strong Early in Bosnia Poll Count  SARAJEVO (Reuters) - Bosnia's main Muslim, Serb and Croat  nationalist parties led Sunday in an early count for local  polls, but voter turnout fell below 50 percent for the first  time.",World
ag_news_base_0058,"IPod creates its own economy (USATODAY.com) USATODAY.com - Investors usually get nervous when a company relies on the sales of one product. The exception is when that product is an Apple iPod. Just as consumers can't seem to get enough of the iPod, investors are foaming over companies having anything to do with the digital music player.",Tech
ag_news_base_0059,"Judge Approves a WorldCom Settlement A federal judge in New York has approved a \$2.6 billion settlement of a class-action lawsuit on behalf of more than 170,000 WorldCom investors who claimed they were defrauded by Citigroup.",Business
ag_news_base_0060,"City poised to give If the Jets #39; West Side stadium proposal somehow loses state financing, the city has got its back. City officials have agreed to assume the state #39;s \$300 million contribution to the proposed",Business
ag_news_base_0061,"Apple: ITunes Music Store Accepts PayPal  SAN FRANCISCO (Reuters) - Apple Computer Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=AAPL.O target=/stocks/quickinfo/fullquote""&gt;AAPL.O&lt;/A&gt; on  Friday said customers of its iTunes online music store can now  use eBay Inc.'s &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=EBAY.O target=/stocks/quickinfo/fullquote""&gt;EBAY.O&lt;/A&gt; online payment service PayPal to buy  songs and audio books, becoming the second major online music  store to do so.",Business
ag_news_base_0062,Will Beatles Take a Bite out of Apple? Apple Computer is slated to be in court this fall in England to answer claims that is infringing on a trademark agreement dating back to 1991.,Tech
ag_news_base_0063,"Alcatel to buy wireless, conferencing companies French networking gear maker offers \$250 million for Spatial Wireless and \$27 million for eDial.\",Tech
ag_news_base_0064,"Afghan Poll Is Mostly Calm, but Challengers Cry Foul Afghans turned out to vote in large numbers on Saturday, but Hamid Karzai and his rivals disputed the integrity of the vote.",World
ag_news_base_0065,"IBM creates fastest super model in the world International Business Machines Corp (IBM) said it created the world #39;s fastest supercomputer and is using it as the model for smaller, less costly systems due next year that can handle trillions of calculations a second.",Tech
ag_news_base_0066,"Radeon X850 XT Platinum Edition A little over 6 months have passed since ATI first announced their new high end Radeon X800 series. Despite apparent availability issues, ATI are forging ahead and announcing their refresh variants for the series.",Tech
ag_news_base_0067,"Time to take care of business The Cubs didn #39;t need to fly anywhere near Florida to be in the eye of the storm. For a team that is going on 100 years since last winning a championship, the only thing they never are at a loss for is controversy.",Sports
ag_news_base_0068,Critical Communiqu From Brussels STAR- The reason why Prime Minister Recep Tayyip Erdogan will go to Brussels one day earlier than expected is a communiqu recently sent to Ankara from Brussels.,World
ag_news_base_0069,Turkey Corrects Its Corruption Report Turkey #39;s downward trend on the Corruption Perceptions Index over the last four years has stopped. Its grade rose from 3.1 to 3.2 this year.,World
ag_news_base_0070,Pitcher hopes not to miss target With Derek Lowe #39;s days in Boston almost certainly numbered -- and Pedro Martinez #39;s future here in question -- the Red Sox are expected to greet All-Star righthander Carl Pavano this week on Yawkey Way.,Sports
ag_news_base_0071,"Grievance filed over suspension ARLINGTON, TEX. -- The baseball players #39; association filed a grievance yesterday seeking to overturn the Anaheim Angels #39; suspension of left-fielder Jose Guillen.",Sports
ag_news_base_0072,'Electronic check conversion' gaining I've been explaining quite a bit of late about a new federal law that allows banks to convert your checks to digital images.,Business
ag_news_base_0073,"Keep talking, Downer urges N Korea Australia #39;s foreign minister pressed leaders in North Korea yesterday to remain involved in six-nation talks on its nuclear program, amid concerns that the Pyongyang administration might pull out of preparatory meetings for the next round of negotiations.",World
ag_news_base_0074,"CA gives anti-spyware a consumer face Computer Associates launched its first set of anti-spyware products on Monday, retooling the applications it acquired from PestPatrol for both corporate customers and consumers.",Tech
ag_news_base_0075,"Goalkeeper change grabs Fire #39;s attention The Fire no longer has the worst record in Major League Soccer. In fact, the struggling club #39;s playoff hopes brightened considerably after Wednesday #39;s 3-1 win over the Western Conference-leading Kansas City Wizards before 7,723 at Soldier Field.",Sports
ag_news_base_0076,"Virginia strikes out while District gets another at-bat WHILE WASHINGTON was celebrating a home run Wednesday, Northern Virginia stood helplessly at the plate watching a third strike go by.",Sports
ag_news_base_0077,Talks on Ivory Coast Continue in Pretoria Talks on the political future of Ivory Coast are continuing in Pretoria today with President Thabo Mbeki expected to join the discussions later in the day.,World
ag_news_base_0078,"Soros executive leaves hedge fund to start firm Jacob Goldfield, who joined Soros Fund Management as chief investment officer last year, has resigned from the \$8.3 billion hedge fund to start his own business, according to a memo to staff members.",Business
ag_news_base_0079,"Marsh Plans to Cut 3,000 Jobs to Offset Recent Setbacks Staggered by accusations that it cheated its customers, Marsh   McLennan will lay off 3,000 employees, or 5 percent of its work force.",Business
ag_news_base_0080,"Elbaradei Expresses Hope for Quick Settlement of S. Korea #39;s &lt;b&gt;...&lt;/b&gt; Mohamed ElBaradei, director of the International Atomic Energy Agency has voiced hopes for a quick and conclusive settlement of his agency #39;s probe into South Korea #39;s past nuclear experiments.",World
ag_news_base_0081,"Interlagos: The Race Preview Ferrari may have won both championships and for the Renault F1 Team, second remains only a remote possibility. But there will still be plenty to watch out for",Sports
ag_news_base_0082,"Palestinians to set date for elections for Arafat successor RAMALLAH, West Bank Palestinian officials are pushing ahead with plans for life without Yasser Arafat. The officials met today to set a date for elections to replace their longtime leader after his death last week.",World
ag_news_base_0083,"Dementyeva Looks to Future After Loss NEW YORK -- When Yelena Dementyeva lost to fellow Russian Anastasia Myskina in the French Open final in June, she could barely hold back the tears.",Sports
ag_news_base_0084,GLAZER HOUNDED WHERE EVER HE GOES Yesterday Deutsche bank were reported to be involved in talks on Monday with the Glazer camp about the possibility of replacing JP Morgan - not any more they ain #39;t.,Sports
ag_news_base_0085,Cassini Reveals Saturn's Cool Rings The Cassini spacecraft has taken the most detailed temperature measurements to date of Saturn's rings. Data taken by the composite infrared spectrometer instrument on the spacecraft while entering Saturn's orbit show the cool and relatively warm regions of the rings.,Tech
ag_news_base_0086,Tigers hit the rock bottom A career best 143 by wicket-keeper Brendon McCullum enabled touring New Zealand to take a convincing 225-run first innings lead against hosts Bangladesh on the third of the Pan Pacific Sonargaon first Test at the Bangabandhu National Stadium in city,Sports
ag_news_base_0087,"Dow Hits Intraday Low 9,803.74 for Year  NEW YORK (Reuters) - The Dow Jones industrial average fell  to an intraday low for the year on Friday as oil prices surged  to another record and Microsoft Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MSFT.O target=/stocks/quickinfo/fullquote""&gt;MSFT.O&lt;/A&gt; dragged on  stocks after the software maker's revenue forecast lagged  analysts' expectations.",Business
ag_news_base_0088,Hamm Retains Olympic All-Round Gold American gymnast Paul Hamm will keep his Olympic all-round gold medal after the Lausanne-based Court of Arbitration for Sport (CAS) rejected Thursday an appeal from South Korea #39;s Yang Tae-young.,Sports
ag_news_base_0089,Fans as much to blame as players for brawl You heard it on the broadcast over and over again: Wheres the security? Wheres the security?. It was a great question.,Sports
ag_news_base_0090,Depth of Planning by Rebels Is Evident in School's Remains Investigators suspect Chechen rebels had hidden weapons or other equipment beneath the first-floor library weeks or months before their attack on a Russian school.,World
ag_news_base_0091,"Microsoft Quits a UN Standards Group Microsoft on Monday withdrew from a United Nations software standards group for commerce, citing  quot;business reasons. quot;. Earlier this year, Microsoft #39;s participation had",Tech
ag_news_base_0092,"California Cities, Counties Sue Microsoft (AP) AP - Several California cities and counties, including San Francisco and Los Angeles, sued Microsoft Corp. on Friday, accusing the software giant of illegally charging inflated prices for its products because of monopoly control of the personal computer operating system market.",Tech
ag_news_base_0093,"Ponting out to spoil England #39;s party With a series of plans for Andrew Flintoff and a distinct lack of concern for his batting teammates, Ricky Ponting believes Australia will be able to turn the lights out on England #39;s",Sports
ag_news_base_0094,"PIMCO hit with \$50M fund settlement The PIMCO mutual fund group has agreed to pay \$50 million to settle fraud charges involving improper rapid dealing in mutual fund shares, the US Securities and Exchange Commission said Monday.",Business
ag_news_base_0095,"Truth in Lending #39; Damages Limited by Top US Court (Update1) The US Supreme Court, siding with the financial services industry, tightened the limits on damages consumers can get from companies that violate the federal Truth in Lending Act.",Business
ag_news_base_0096,Shared Office Code Unlikely to Sway Governments (Ziff Davis) Ziff Davis - Government officials say Microsoft's move to share the source code for Office 2003 won't change anyone's mind about Microsoft or open source.,Tech
ag_news_base_0097,FIFA bans Mutu from games worldwide Former Chelsea striker Adrian Mutu will be barred from playing anywhere in the world after a seven-month English ban for doping offences was ratified Friday by world soccer #39;s governing body.,Sports
ag_news_base_0098,"Robinson #39;s captaincy completes cross-code revolution BAGSHOT, ENGLAND - Jason Robinson #39;s appointment as the first former rugby league player to captain England #39;s rugby side amply proves how the previously insurmountable gulf between the codes has been bridged.",Sports
ag_news_base_0099,Licensing Plan Makes Microsoft a Utility Player Opinion: A decision to continue charging for server software based on CPUs and not cores will make Microsoft server software a much more attractive alternative to utility computing providers.,Tech
ag_news_base_0100,"'Nano-needle' operates on cell Scientists perform a surgical operation on a living cell, using a needle just a few billionths of a metre wide.",Tech
ag_news_base_0101,"Small Bombs Go Off in Jeddah JEDDAH, 12 September 2004 - Two small bombs left in stolen taxis exploded in Jeddah yesterday, both outside banks with foreign links.",World
ag_news_base_0102,Wireless tech gets workout at RNC Protesters and federal agents are using new tools to communicate with cohorts during the Republican National Convention.,Tech
ag_news_base_0103,"Boise St. Broncos EL PASO, Texas (Ticker) -- Boise State got the sort of breaks that come with being a ranked team. The 23rd-ranked Broncos scored a pair of touchdowns on fumble recoveries in the end zone as they rallied for",Sports
ag_news_base_0104,"Wal-Mart Launches Rare Newspaper Ad Blitz (Reuters) Reuters - Wal-Mart Stores Inc. , hurt by\sluggish sales over the Thanksgiving holiday weekend, on Friday\launched a rare advertising blitz in newspapers around the\United States focusing on its price cuts.",Business
ag_news_base_0105,"Skateboarding Offers a Tough Workout By KRISTA LARSON     SAYREVILLE, N.J. (AP) -- While the tennis courts at Kennedy Park are bare on a hot afternoon, parents keep dropping off teenagers at the skate park, home to all the day's action...",Tech
ag_news_base_0106,Violence Across Iraq Kills 12 Iraqi officials say at least 12 people were killed and 16 wounded in more incidents of violence across the country Wednesday. They say 10 people were killed and six wounded in an exchange of gunfire between,World
ag_news_base_0107,"Viacom to bid for Marketwatch com November 4, 2004, 10:28 AM PT. This priority retains its ranking at number five as more and more companies deploy Web services to share business logic, data and processes with each other and with clients.",Business
ag_news_base_0108,"Insurgents may have fled Fallujah The rapid US push into Fallujah has come without the sort of fateful showdown that would break the back of the insurgency. In fact, advance US and Iraqi",World
ag_news_base_0109,"Fed to Boost Rate by a Quarter-Point With a fall in oil prices easing inflation concerns, the Federal Reserve is expected to continue its easy-does-it approach to raising interest rates, boosting a key rate by a moderate quarter-point today.",Business
ag_news_base_0110,"Blunkett resigns, Charles Clarke new home secretary: World News: London, Dec 16 : British Prime Minister Tony Blair moved quickly to fill the political vacuum created by David Blunkett #39;s resignation as home secretary, appointing Education Secretary Charles Clarke in his place.",World
ag_news_base_0111,"China's Land Grabs Raise Specter of Unrest As farmers are pitted against developers allied with local officials, peasants and other rural landowners who still make up 60 percent of China's 1.3 billion people increasingly have tried to resist.",World
ag_news_base_0112,Top nuclear official briefs Majlis committee TEHRAN (IRNA) -- Iran #39;s top nuclear official went to parliament Monday to brief its National Security and Foreign Policy Committee on the process of work on the country #39;s peaceful nuclear program.,Tech
ag_news_base_0113,"House Votes to Block New Overtime Rules (AP) AP - In a sharp rebuke of a new administration policy, the House moved Thursday to block the Labor Department from carrying out overtime rules that critics argued could deprive millions of workers of their overtime pay.",World
ag_news_base_0114,"Stocks Drop on \$49 Oil, Slowing Economy  NEW YORK (Reuters) - U.S. blue-chip stocks fell  on  Thursday to nearly a five-week low as crude oil touched \$49 a  barrel, close to the record set last month, and a key gauge of  future economic activity fell for a third straight month.",Business
ag_news_base_0115,"Groundwork Laid for Spaceline LONDON-September 27, 2004 - A ticket may soon be all that separates you from a dream voyage to the final frontier. British entrepreneur Richard Branson says Virgin company plans to start offering commercial space flights over the next few years.",Tech
ag_news_base_0116,"Boston sampler Citizens Energy boss Joe Kennedy, like his famous uncle Ted, opposes the huge wind farm proposal in Nantucket Sound, his backyard. But the ""Call Joe-4-Oil"" Kennedy is working hard to also become ""Joe-4-Wind"" elsewhere.",Business
ag_news_base_0117,3Com to Buy TippingPoint in Cash Deal Networking hardware and software maker 3Com Corp. said Monday that it agreed to buy TippingPoint Technologies Inc. for \$430 million in cash in a move to strengthen its security offerings for business customers.,Business
ag_news_base_0118,"#39;Shut Your Trap, You Silly Old Man #39; So the phoney war has started, the Messiah dumps United in the press, United draw with the Mighty Birmingham, and the gooners cruise to 49 against the Villa.",Sports
ag_news_base_0119,"Singh leads Tiger at Deutsch, eyes No. 1 NORTON, Mass. - Vijay Singh is leading Tiger Woods by two strokes after six holes in the final round of the Deutsche Bank Championship on Monday.",Sports
ag_news_base_0120,"Top Pakistani Al-Qaeda suspect killed KARACHI (Pakistan) - Paramilitary police have killed a suspected top Al-Qaeda operative wanted for his alleged role in the slaying of a Wall Street Journal reporter and two assassination attempts against President Pervez Musharraf, the Information",World
ag_news_base_0121,"Greece is winner at these Olympics ATHENS, Greece -- Capping its sports-hosting triumph, Greece ended the XXVIII Olympiad with a festive splash of ethnic folklore, music and dancing.",Sports
ag_news_base_0122,"Focal point: Bill Parcells vs. Joe Gibbs Nobody respects coach Joe Gibbs more than me, but this week I see the Cowboys and coach Bill Parcells having the upper hand. I #39;m sure Gibbs is going to get the Redskins back to an elite level, but this is just his first season.",Sports
ag_news_base_0123,"Prediction: Miami-Florida 38, North Carolina 15 GAME NOTES: The fourth-ranked Miami Hurricanes head to the Tar Heel State for the second straight week, as they invade Chapel Hill on Saturday, where they will meet up with the North Carolina Tar Heels in ACC action from Kenan Stadium.",Sports
ag_news_base_0124,No. 3 LSU Outguns Maine 81-50 in Opener (AP) AP - Seimone Augustus scored 17 points and third-ranked LSU opened the season with an 81-50 victory over Maine in the Women's Sports Foundation Classic on Thursday.,Sports
ag_news_base_0125,PREVIEW-South Africa target rare series double in India South Africa have shrugged off accusations of negative tactics before the second and final test against India which starts on Sunday.,Sports
ag_news_base_0126,"Super-connected users could aid IM worms Just a few users connected to popular instant messaging (IM) networks can cause the spread of worms, while choking off communications from ""highly connected"" users with many IM correspondents can slow the spread of worms, say computer researchers.",Tech
ag_news_base_0127,"Sisler Known Again Thanks to Ichiro (AP) AP - Day and night, Dave Sisler is tracking every hit by Ichiro Suzuki. The former big league pitcher tunes in the radio each evening, his wife checks the boxscores in the morning.",Sports
ag_news_base_0128,"Security forces  #39;can #39;t stop chaos #39; PALESTINIAN security forces are unable to stop the spreading chaos in the West Bank and Gaza, Prime Minister Ahmed Qurie said today, a day after a failed attempt to kill a Gaza security commander.",World
ag_news_base_0129,"GM, Ford to Increase SUV Stability Systems General Motors Corp. and Ford Motor Co. said yesterday they are rushing to embrace a new safety technology called electronic stability control, and together they will make such systems standard",Business
ag_news_base_0130,"Norilsk has not yet backed Gold Fields #39; Canadian deal Gold Fields has yet to receive support from Norilsk Nickel, its biggest shareholder, for its acquisition of Canada #39;s Iamgold. Gold Fields announced its plan to buy Iamgold",Business
ag_news_base_0131,Pitt Looks to Upset No. 21 West Virginia (AP) AP - Maybe Pittsburgh has finally discovered how to wear down playmaking West Virginia quarterback Rasheed Marshall: Tire him out before the game.,Sports
ag_news_base_0132,"United States 2, El Salvador 0 Brian Ching did it again, putting the United States in good position to advance to the regional finals of qualifying for the 2006 World Cup.",Sports
ag_news_base_0133,"Sadr City clashes kill 22 Iraqis Clashes in Sadr City, where US forces and militiamen loyal to rebel Shi #39;ite cleric Moqtada al-Sadr have been fighting since April, have killed at least 22 Iraqis.",World
ag_news_base_0134,"Jeter Leads Yankees Past Royals 3-0 Javier Vazquez pitched the New York Yankees to their second consecutive shutout, and Derek Jeter homered and doubled twice Wednesday in a 3-0 victory over the Kansas City Royals.",Sports
ag_news_base_0135,Police Continue Questioning Abu Hamza Hook-handed cleric Abu Hamza faces yet more questions today after police were given more time to hold him on suspicion of being involved in terrorist offences.,World
ag_news_base_0136,"ASU wins a wild one against UCLA TEMPE, Ariz. - Andrew Walter threw for 415 yards and six touchdown passes, two in a wild fourth-quarter rally, to lead No. 21 Arizona State to a 48-42 victory over UCLA on Saturday.",Sports
ag_news_base_0137,Pfizer stock sinks on Neurontin Judge is expected to decline motion to block a generic version of Pfizer #39;s \$3B epilepsy drug. CHICAGO (Reuters) - Pfizer Inc. shares tumbled Thursday as investors worried a federal judge will refuse the company #39;s,Business
ag_news_base_0138,Malaysia battle 2nd flu outbreak Two people were under hospital observation in northern Malaysia with flu-like symptoms yesterday as the country fought to contain the second case of deadly bird flu in two weeks.,World
